Registry,Repository,Tag,Id,Scan Time,Pass,Type,Distro,Hostname,Layer,CVE ID,Compliance ID,Type.1,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Fix Date,Grace Days,Vulnerability Tags,Description,Cause,Published,Custom Labels,Vulnerability Link
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2129,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2129
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3705,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.0,affected,,,,A vulnerability was found in vim and classified as problematic. Affected by this issue is the function qf_update_buffer of the file quickfix.c of the component autocmd Handler. The manipulation leads to use after free. The attack may be launched remotely. Upgrading to version 9.0.0805 is able to address this issue. The name of the patch is d0fab10ed2a86698937e3c3fed2f10bd9bb5e731. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-212324.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3705
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2343,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0044.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2343
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2125,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2125
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-1170,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,5.3,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1376.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-1170
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2343,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0044.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2343
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-1170,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,5.3,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1376.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-1170
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2285,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2285
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2125,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2125
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2345,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2345
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2845,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,2.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 9.0.0218.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2845
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2849,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,2.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0220.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2849
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-35252,46,OS,low,libcurl,,7.61.1-25.el8_7.3,MIT,3.1,affected,,,,"When curl is used to retrieve and parse cookies from a HTTP(S) server, itaccepts cookies using control codes that when later are sent back to a HTTPserver might make the server return 400 responses. Effectively allowing a\""sister site\"" to deny service to all siblings.",,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-35252
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-1127,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.3,affected,,,,Divide By Zero in GitHub repository vim/vim prior to 9.0.1367.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-1127
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3705,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.0,affected,,,,A vulnerability was found in vim and classified as problematic. Affected by this issue is the function qf_update_buffer of the file quickfix.c of the component autocmd Handler. The manipulation leads to use after free. The attack may be launched remotely. Upgrading to version 9.0.0805 is able to address this issue. The name of the patch is d0fab10ed2a86698937e3c3fed2f10bd9bb5e731. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-212324.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3705
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2175,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2175
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2287,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.1,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2287
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3705,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.0,affected,,,,A vulnerability was found in vim and classified as problematic. Affected by this issue is the function qf_update_buffer of the file quickfix.c of the component autocmd Handler. The manipulation leads to use after free. The attack may be launched remotely. Upgrading to version 9.0.0805 is able to address this issue. The name of the patch is d0fab10ed2a86698937e3c3fed2f10bd9bb5e731. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-212324.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3705
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2183,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,3.3,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2183
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2980,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,5.5,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0259.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2980
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2182,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2182
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2522,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0061.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2522
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3235,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0490.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3235
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-24593,46,OS,low,glib2,,2.56.4-159.el8,LGPLv2+,6.2,affected,,,,DOCUMENTATION: No description is available for this CVE.,,00:00.0,,https://access.redhat.com/security/cve/CVE-2023-24593
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3037,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0322.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3037
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-25180,46,OS,low,glib2,,2.56.4-159.el8,LGPLv2+,6.2,affected,,,,DOCUMENTATION: No description is available for this CVE.,,00:00.0,,https://access.redhat.com/security/cve/CVE-2023-25180
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3256,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0530.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3256
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-1170,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,5.3,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1376.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-1170
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2845,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,2.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 9.0.0218.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2845
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0054,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 9.0.1145.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0054
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2819,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0211.,,21:00.0,,https://access.redhat.com/security/cve/CVE-2022-2819
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2182,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2182
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2125,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2125
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2819,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0211.,,21:00.0,,https://access.redhat.com/security/cve/CVE-2022-2819
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2126,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2126
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-35252,46,OS,low,curl,,7.61.1-25.el8_7.3,MIT,3.1,affected,,,,"When curl is used to retrieve and parse cookies from a HTTP(S) server, itaccepts cookies using control codes that when later are sent back to a HTTPserver might make the server return 400 responses. Effectively allowing a\""sister site\"" to deny service to all siblings.",,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-35252
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2208,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,3.3,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 8.2.5163.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2208
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2345,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2345
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2206,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2206
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-4899,46,OS,low,libzstd,,1.4.4-1.el8,BSD and GPLv2,4.7,affected,,,,"A vulnerability was found in zstd v1.4.10, where an attacker can supply empty string as an argument to the command line tool to cause buffer overrun.",,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-4899
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2183,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,3.3,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2183
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2849,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,2.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0220.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2849
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2210,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2210
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2124,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2124
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-43552,46,OS,low,libcurl,,7.61.1-25.el8_7.3,MIT,5.9,affected,,,,"A use after free vulnerability exists in curl <7.87.0. Curl can be asked to *tunnel* virtually all protocols it supports through an HTTP proxy. HTTP proxies can (and often do) deny such tunnel operations. When getting denied to tunnel the specific protocols SMB or TELNET, curl would use a heap-allocated struct after it had been freed, in its transfer shutdown code path.",,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-43552
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2126,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2126
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2845,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,2.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 9.0.0218.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2845
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2285,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2285
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2819,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0211.,,21:00.0,,https://access.redhat.com/security/cve/CVE-2022-2819
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2284,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2284
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2206,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2206
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2284,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2284
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2344,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2344
